capability_id,platform,impl,status,note
cap.control.flash.torch-mode,macos,avfoundation,native,
cap.control.flash.torch-mode,ios,avfoundation,native,
cap.control.flash.torch-mode,android,camera2ndk,native,
cap.control.flash.torch-mode,android,camerax,native,
cap.control.flash.torch-mode,linux,v4l2,native,
cap.control.flash.torch-mode,linux,libcamera,deny,ctl-lcmissing
cap.control.flash.torch-mode,linux,pipewire,deny,ctl-pwmissing
cap.control.flash.torch-mode,win32,mediafoundation,native,
cap.control.flash.torch-mode,web,getusermedia,native,
cap.control.flash.torch-mode,uvc-direct,uvc,deny,ctl-uvcmissing
cap.control.flash.torch-mode,genicam,sfnc,deny,ctl-genmissing
cap.control.flash.torch-strength,macos,avfoundation,native,
cap.control.flash.torch-strength,ios,avfoundation,native,
cap.control.flash.torch-strength,android,camera2ndk,native,
cap.control.flash.torch-strength,android,camerax,emulate,ctl-cxinterop
cap.control.flash.torch-strength,linux,v4l2,deny,ctl-v4l2missing
cap.control.flash.torch-strength,linux,libcamera,deny,ctl-lcmissing
cap.control.flash.torch-strength,linux,pipewire,deny,ctl-pwmissing
cap.control.flash.torch-strength,win32,mediafoundation,deny,ctl-mfmissing
cap.control.flash.torch-strength,web,getusermedia,deny,ctl-webdeny
cap.control.flash.torch-strength,uvc-direct,uvc,deny,ctl-uvcmissing
cap.control.flash.torch-strength,genicam,sfnc,deny,ctl-genmissing
cap.control.flash.ir-torch,macos,avfoundation,emulate,ctl-rawuvc
cap.control.flash.ir-torch,ios,avfoundation,deny,ctl-iosnoraw
cap.control.flash.ir-torch,android,camera2ndk,deny,ctl-c2missing
cap.control.flash.ir-torch,android,camerax,deny,ctl-cxmissing
cap.control.flash.ir-torch,linux,v4l2,native,
cap.control.flash.ir-torch,linux,libcamera,deny,ctl-lcmissing
cap.control.flash.ir-torch,linux,pipewire,emulate,ctl-pwcustom
cap.control.flash.ir-torch,win32,mediafoundation,native,
cap.control.flash.ir-torch,web,getusermedia,deny,ctl-webdeny
cap.control.flash.ir-torch,uvc-direct,uvc,native,
cap.control.flash.ir-torch,genicam,sfnc,deny,ctl-genmissing
cap.control.flash.external-flash-mode,macos,avfoundation,deny,ctl-avfmissing
cap.control.flash.external-flash-mode,ios,avfoundation,deny,ctl-avfmissing
cap.control.flash.external-flash-mode,android,camera2ndk,native,
cap.control.flash.external-flash-mode,android,camerax,emulate,ctl-cxinterop
cap.control.flash.external-flash-mode,linux,v4l2,deny,ctl-v4l2missing
cap.control.flash.external-flash-mode,linux,libcamera,deny,ctl-lcmissing
cap.control.flash.external-flash-mode,linux,pipewire,deny,ctl-pwmissing
cap.control.flash.external-flash-mode,win32,mediafoundation,deny,ctl-mfmissing
cap.control.flash.external-flash-mode,web,getusermedia,deny,ctl-webdeny
cap.control.flash.external-flash-mode,uvc-direct,uvc,deny,ctl-uvcmissing
cap.control.flash.external-flash-mode,genicam,sfnc,deny,ctl-genmissing
cap.control.catalog.scanning-mode,macos,avfoundation,emulate,ctl-rawuvc
cap.control.catalog.scanning-mode,ios,avfoundation,deny,ctl-iosnoraw
cap.control.catalog.scanning-mode,android,camera2ndk,deny,ctl-c2missing
cap.control.catalog.scanning-mode,android,camerax,deny,ctl-cxmissing
cap.control.catalog.scanning-mode,linux,v4l2,deny,ctl-v4l2noscanmode
cap.control.catalog.scanning-mode,linux,libcamera,deny,ctl-lcmissing
cap.control.catalog.scanning-mode,linux,pipewire,deny,ctl-pwmissing
cap.control.catalog.scanning-mode,win32,mediafoundation,native,
cap.control.catalog.scanning-mode,web,getusermedia,deny,ctl-webdeny
cap.control.catalog.scanning-mode,uvc-direct,uvc,native,
cap.control.catalog.scanning-mode,genicam,sfnc,deny,ctl-genmissing
cap.control.catalog.privacy-block,macos,avfoundation,emulate,ctl-rawuvc
cap.control.catalog.privacy-block,ios,avfoundation,deny,ctl-iosnoraw
cap.control.catalog.privacy-block,android,camera2ndk,deny,ctl-c2missing
cap.control.catalog.privacy-block,android,camerax,deny,ctl-cxmissing
cap.control.catalog.privacy-block,linux,v4l2,native,
cap.control.catalog.privacy-block,linux,libcamera,deny,ctl-lcmissing
cap.control.catalog.privacy-block,linux,pipewire,emulate,ctl-pwcustom
cap.control.catalog.privacy-block,win32,mediafoundation,native,
cap.control.catalog.privacy-block,web,getusermedia,deny,ctl-webdeny
cap.control.catalog.privacy-block,uvc-direct,uvc,native,
cap.control.catalog.privacy-block,genicam,sfnc,deny,ctl-genmissing
cap.control.catalog.analog-video-standard,macos,avfoundation,emulate,ctl-rawuvc
cap.control.catalog.analog-video-standard,ios,avfoundation,deny,ctl-iosnoraw
cap.control.catalog.analog-video-standard,android,camera2ndk,deny,ctl-c2missing
cap.control.catalog.analog-video-standard,android,camerax,deny,ctl-cxmissing
cap.control.catalog.analog-video-standard,linux,v4l2,native,
cap.control.catalog.analog-video-standard,linux,libcamera,deny,ctl-lcmissing
cap.control.catalog.analog-video-standard,linux,pipewire,deny,ctl-pwmissing
cap.control.catalog.analog-video-standard,win32,mediafoundation,deny,ctl-mfmissing
cap.control.catalog.analog-video-standard,web,getusermedia,deny,ctl-webdeny
cap.control.catalog.analog-video-standard,uvc-direct,uvc,native,
cap.control.catalog.analog-video-standard,genicam,sfnc,deny,ctl-genmissing
cap.ptz.pan.absolute,macos,avfoundation,emulate,ptz-rawuvc
cap.ptz.pan.absolute,ios,avfoundation,deny,ptz-noiosrawusb
cap.ptz.pan.absolute,android,camera2ndk,deny,ptz-androidnouvc
cap.ptz.pan.absolute,android,camerax,deny,ptz-androidnouvc
cap.ptz.pan.absolute,linux,v4l2,native,ptz-v4l2native
cap.ptz.pan.absolute,linux,libcamera,emulate,ptz-rawuvc
cap.ptz.pan.absolute,linux,pipewire,emulate,ptz-rawuvc
cap.ptz.pan.absolute,win32,mediafoundation,native,ptz-mfnative
cap.ptz.pan.absolute,web,getusermedia,native,ptz-webchromium
cap.ptz.pan.absolute,uvc-direct,uvc,native,ptz-uvcnative
cap.ptz.pan.absolute,genicam,sfnc,deny,ptz-genicamfixedmount
cap.ptz.pan.relative,macos,avfoundation,emulate,ptz-rawuvc
cap.ptz.pan.relative,ios,avfoundation,deny,ptz-noiosrawusb
cap.ptz.pan.relative,android,camera2ndk,deny,ptz-androidnouvc
cap.ptz.pan.relative,android,camerax,deny,ptz-androidnouvc
cap.ptz.pan.relative,linux,v4l2,native,ptz-v4l2native
cap.ptz.pan.relative,linux,libcamera,emulate,ptz-rawuvc
cap.ptz.pan.relative,linux,pipewire,emulate,ptz-rawuvc
cap.ptz.pan.relative,win32,mediafoundation,native,ptz-mfnative
cap.ptz.pan.relative,web,getusermedia,deny,ptz-webnorelative
cap.ptz.pan.relative,uvc-direct,uvc,native,ptz-uvcnative
cap.ptz.pan.relative,genicam,sfnc,deny,ptz-genicamfixedmount
cap.ptz.pan.speed,macos,avfoundation,emulate,ptz-rawuvc
cap.ptz.pan.speed,ios,avfoundation,deny,ptz-noiosrawusb
cap.ptz.pan.speed,android,camera2ndk,deny,ptz-androidnouvc
cap.ptz.pan.speed,android,camerax,deny,ptz-androidnouvc
cap.ptz.pan.speed,linux,v4l2,native,ptz-v4l2native
cap.ptz.pan.speed,linux,libcamera,emulate,ptz-rawuvc
cap.ptz.pan.speed,linux,pipewire,emulate,ptz-rawuvc
cap.ptz.pan.speed,win32,mediafoundation,native,ptz-mfnative
cap.ptz.pan.speed,web,getusermedia,deny,ptz-webnospeed
cap.ptz.pan.speed,uvc-direct,uvc,emulate,ptz-uvcspeedsubfield
cap.ptz.pan.speed,genicam,sfnc,deny,ptz-genicamfixedmount
cap.ptz.pan.reset,macos,avfoundation,deny,ptz-uvcnoreset
cap.ptz.pan.reset,ios,avfoundation,deny,ptz-noiosrawusb
cap.ptz.pan.reset,android,camera2ndk,deny,ptz-androidnouvc
cap.ptz.pan.reset,android,camerax,deny,ptz-androidnouvc
cap.ptz.pan.reset,linux,v4l2,native,ptz-v4l2native
cap.ptz.pan.reset,linux,libcamera,deny,ptz-uvcnoreset
cap.ptz.pan.reset,linux,pipewire,deny,ptz-uvcnoreset
cap.ptz.pan.reset,win32,mediafoundation,deny,ptz-mfnoreset
cap.ptz.pan.reset,web,getusermedia,deny,ptz-webnoreset
cap.ptz.pan.reset,uvc-direct,uvc,deny,ptz-uvcnoreset
cap.ptz.pan.reset,genicam,sfnc,deny,ptz-genicamfixedmount
cap.ptz.tilt.absolute,macos,avfoundation,emulate,ptz-rawuvc
cap.ptz.tilt.absolute,ios,avfoundation,deny,ptz-noiosrawusb
cap.ptz.tilt.absolute,android,camera2ndk,deny,ptz-androidnouvc
cap.ptz.tilt.absolute,android,camerax,deny,ptz-androidnouvc
cap.ptz.tilt.absolute,linux,v4l2,native,ptz-v4l2native
cap.ptz.tilt.absolute,linux,libcamera,emulate,ptz-rawuvc
cap.ptz.tilt.absolute,linux,pipewire,emulate,ptz-rawuvc
cap.ptz.tilt.absolute,win32,mediafoundation,native,ptz-mfnative
cap.ptz.tilt.absolute,web,getusermedia,native,ptz-webchromium
cap.ptz.tilt.absolute,uvc-direct,uvc,native,ptz-uvcnative
cap.ptz.tilt.absolute,genicam,sfnc,deny,ptz-genicamfixedmount
cap.ptz.tilt.relative,macos,avfoundation,emulate,ptz-rawuvc
cap.ptz.tilt.relative,ios,avfoundation,deny,ptz-noiosrawusb
cap.ptz.tilt.relative,android,camera2ndk,deny,ptz-androidnouvc
cap.ptz.tilt.relative,android,camerax,deny,ptz-androidnouvc
cap.ptz.tilt.relative,linux,v4l2,native,ptz-v4l2native
cap.ptz.tilt.relative,linux,libcamera,emulate,ptz-rawuvc
cap.ptz.tilt.relative,linux,pipewire,emulate,ptz-rawuvc
cap.ptz.tilt.relative,win32,mediafoundation,native,ptz-mfnative
cap.ptz.tilt.relative,web,getusermedia,deny,ptz-webnorelative
cap.ptz.tilt.relative,uvc-direct,uvc,native,ptz-uvcnative
cap.ptz.tilt.relative,genicam,sfnc,deny,ptz-genicamfixedmount
cap.ptz.tilt.speed,macos,avfoundation,emulate,ptz-rawuvc
cap.ptz.tilt.speed,ios,avfoundation,deny,ptz-noiosrawusb
cap.ptz.tilt.speed,android,camera2ndk,deny,ptz-androidnouvc
cap.ptz.tilt.speed,android,camerax,deny,ptz-androidnouvc
cap.ptz.tilt.speed,linux,v4l2,native,ptz-v4l2native
cap.ptz.tilt.speed,linux,libcamera,emulate,ptz-rawuvc
cap.ptz.tilt.speed,linux,pipewire,emulate,ptz-rawuvc
cap.ptz.tilt.speed,win32,mediafoundation,native,ptz-mfnative
cap.ptz.tilt.speed,web,getusermedia,deny,ptz-webnospeed
cap.ptz.tilt.speed,uvc-direct,uvc,emulate,ptz-uvcspeedsubfield
cap.ptz.tilt.speed,genicam,sfnc,deny,ptz-genicamfixedmount
cap.ptz.tilt.reset,macos,avfoundation,deny,ptz-uvcnoreset
cap.ptz.tilt.reset,ios,avfoundation,deny,ptz-noiosrawusb
cap.ptz.tilt.reset,android,camera2ndk,deny,ptz-androidnouvc
cap.ptz.tilt.reset,android,camerax,deny,ptz-androidnouvc
cap.ptz.tilt.reset,linux,v4l2,native,ptz-v4l2native
cap.ptz.tilt.reset,linux,libcamera,deny,ptz-uvcnoreset
cap.ptz.tilt.reset,linux,pipewire,deny,ptz-uvcnoreset
cap.ptz.tilt.reset,win32,mediafoundation,deny,ptz-mfnoreset
cap.ptz.tilt.reset,web,getusermedia,deny,ptz-webnoreset
cap.ptz.tilt.reset,uvc-direct,uvc,deny,ptz-uvcnoreset
cap.ptz.tilt.reset,genicam,sfnc,deny,ptz-genicamfixedmount
cap.ptz.roll.absolute,macos,avfoundation,emulate,ptz-rawuvc
cap.ptz.roll.absolute,ios,avfoundation,deny,ptz-noiosrawusb
cap.ptz.roll.absolute,android,camera2ndk,deny,ptz-androidnouvc
cap.ptz.roll.absolute,android,camerax,deny,ptz-androidnouvc
cap.ptz.roll.absolute,linux,v4l2,deny,ptz-v4l2noroll
cap.ptz.roll.absolute,linux,libcamera,emulate,ptz-rawuvc
cap.ptz.roll.absolute,linux,pipewire,emulate,ptz-rawuvc
cap.ptz.roll.absolute,win32,mediafoundation,native,ptz-mfnative
cap.ptz.roll.absolute,web,getusermedia,deny,ptz-webnoroll
cap.ptz.roll.absolute,uvc-direct,uvc,native,ptz-uvcnative
cap.ptz.roll.absolute,genicam,sfnc,deny,ptz-genicamfixedmount
cap.ptz.roll.relative,macos,avfoundation,emulate,ptz-rawuvc
cap.ptz.roll.relative,ios,avfoundation,deny,ptz-noiosrawusb
cap.ptz.roll.relative,android,camera2ndk,deny,ptz-androidnouvc
cap.ptz.roll.relative,android,camerax,deny,ptz-androidnouvc
cap.ptz.roll.relative,linux,v4l2,deny,ptz-v4l2noroll
cap.ptz.roll.relative,linux,libcamera,emulate,ptz-rawuvc
cap.ptz.roll.relative,linux,pipewire,emulate,ptz-rawuvc
cap.ptz.roll.relative,win32,mediafoundation,?,ptz-mfrollrelative
cap.ptz.roll.relative,web,getusermedia,deny,ptz-webnoroll
cap.ptz.roll.relative,uvc-direct,uvc,native,ptz-uvcnative
cap.ptz.roll.relative,genicam,sfnc,deny,ptz-genicamfixedmount
cap.ptz.zoom.optical.absolute,macos,avfoundation,emulate,ptz-rawuvc
cap.ptz.zoom.optical.absolute,ios,avfoundation,deny,ptz-noiosrawusb
cap.ptz.zoom.optical.absolute,android,camera2ndk,deny,ptz-androidnouvc
cap.ptz.zoom.optical.absolute,android,camerax,deny,ptz-androidnouvc
cap.ptz.zoom.optical.absolute,linux,v4l2,native,ptz-v4l2native
cap.ptz.zoom.optical.absolute,linux,libcamera,emulate,ptz-rawuvc
cap.ptz.zoom.optical.absolute,linux,pipewire,emulate,ptz-rawuvc
cap.ptz.zoom.optical.absolute,win32,mediafoundation,native,ptz-mfnative
cap.ptz.zoom.optical.absolute,web,getusermedia,native,ptz-webchromium
cap.ptz.zoom.optical.absolute,uvc-direct,uvc,native,ptz-uvcnative
cap.ptz.zoom.optical.absolute,genicam,sfnc,native,ptz-genicamopticfocal
cap.ptz.zoom.optical.relative,macos,avfoundation,emulate,ptz-rawuvc
cap.ptz.zoom.optical.relative,ios,avfoundation,deny,ptz-noiosrawusb
cap.ptz.zoom.optical.relative,android,camera2ndk,deny,ptz-androidnouvc
cap.ptz.zoom.optical.relative,android,camerax,deny,ptz-androidnouvc
cap.ptz.zoom.optical.relative,linux,v4l2,native,ptz-v4l2native
cap.ptz.zoom.optical.relative,linux,libcamera,emulate,ptz-rawuvc
cap.ptz.zoom.optical.relative,linux,pipewire,emulate,ptz-rawuvc
cap.ptz.zoom.optical.relative,win32,mediafoundation,deny,ptz-mfnozoomrel
cap.ptz.zoom.optical.relative,web,getusermedia,deny,ptz-webnorelative
cap.ptz.zoom.optical.relative,uvc-direct,uvc,native,ptz-uvcnative
cap.ptz.zoom.optical.relative,genicam,sfnc,deny,ptz-genicamabsonly
cap.ptz.zoom.optical.speed,macos,avfoundation,emulate,ptz-rawuvc
cap.ptz.zoom.optical.speed,ios,avfoundation,deny,ptz-noiosrawusb
cap.ptz.zoom.optical.speed,android,camera2ndk,deny,ptz-androidnouvc
cap.ptz.zoom.optical.speed,android,camerax,deny,ptz-androidnouvc
cap.ptz.zoom.optical.speed,linux,v4l2,native,ptz-v4l2native
cap.ptz.zoom.optical.speed,linux,libcamera,emulate,ptz-rawuvc
cap.ptz.zoom.optical.speed,linux,pipewire,emulate,ptz-rawuvc
cap.ptz.zoom.optical.speed,win32,mediafoundation,deny,ptz-mfnozoomspeed
cap.ptz.zoom.optical.speed,web,getusermedia,deny,ptz-webnospeed
cap.ptz.zoom.optical.speed,uvc-direct,uvc,emulate,ptz-uvcspeedsubfield
cap.ptz.zoom.optical.speed,genicam,sfnc,deny,ptz-genicamabsonly
cap.ptz.privacy.shutter,macos,avfoundation,emulate,ptz-rawuvc
cap.ptz.privacy.shutter,ios,avfoundation,deny,ptz-noiosrawusb
cap.ptz.privacy.shutter,android,camera2ndk,deny,ptz-androidnouvc
cap.ptz.privacy.shutter,android,camerax,deny,ptz-androidnouvc
cap.ptz.privacy.shutter,linux,v4l2,native,ptz-v4l2privacy
cap.ptz.privacy.shutter,linux,libcamera,emulate,ptz-rawuvc
cap.ptz.privacy.shutter,linux,pipewire,emulate,ptz-rawuvc
cap.ptz.privacy.shutter,win32,mediafoundation,native,ptz-mfprivacy
cap.ptz.privacy.shutter,web,getusermedia,deny,ptz-webnoprivacy
cap.ptz.privacy.shutter,uvc-direct,uvc,native,ptz-uvcnative
cap.ptz.privacy.shutter,genicam,sfnc,deny,ptz-genicamfixedmount
cap.ptz.position.query,macos,avfoundation,emulate,ptz-rawuvc
cap.ptz.position.query,ios,avfoundation,deny,ptz-noiosrawusb
cap.ptz.position.query,android,camera2ndk,deny,ptz-androidnouvc
cap.ptz.position.query,android,camerax,deny,ptz-androidnouvc
cap.ptz.position.query,linux,v4l2,native,ptz-v4l2query
cap.ptz.position.query,linux,libcamera,emulate,ptz-rawuvc
cap.ptz.position.query,linux,pipewire,emulate,ptz-rawuvc
cap.ptz.position.query,win32,mediafoundation,native,ptz-mfquery
cap.ptz.position.query,web,getusermedia,native,ptz-webquery
cap.ptz.position.query,uvc-direct,uvc,native,ptz-uvcquery
cap.ptz.position.query,genicam,sfnc,native,ptz-genicamopticstatus
cap.ptz.auto.mode,macos,avfoundation,deny,ptz-rawuvcnoauto
cap.ptz.auto.mode,ios,avfoundation,deny,ptz-noiosrawusb
cap.ptz.auto.mode,android,camera2ndk,deny,ptz-androidnouvc
cap.ptz.auto.mode,android,camerax,deny,ptz-androidnouvc
cap.ptz.auto.mode,linux,v4l2,deny,ptz-v4l2noauto
cap.ptz.auto.mode,linux,libcamera,deny,ptz-v4l2noauto
cap.ptz.auto.mode,linux,pipewire,deny,ptz-v4l2noauto
cap.ptz.auto.mode,win32,mediafoundation,native,ptz-mfautoflag
cap.ptz.auto.mode,web,getusermedia,deny,ptz-webnoauto
cap.ptz.auto.mode,uvc-direct,uvc,deny,ptz-uvcnoautoflag
cap.ptz.auto.mode,genicam,sfnc,deny,ptz-genicamfixedmount
cap.ptz.lens.shutter,macos,avfoundation,deny,ptz-genicamonly
cap.ptz.lens.shutter,ios,avfoundation,deny,ptz-genicamonly
cap.ptz.lens.shutter,android,camera2ndk,deny,ptz-genicamonly
cap.ptz.lens.shutter,android,camerax,deny,ptz-genicamonly
cap.ptz.lens.shutter,linux,v4l2,deny,ptz-genicamonly
cap.ptz.lens.shutter,linux,libcamera,deny,ptz-genicamonly
cap.ptz.lens.shutter,linux,pipewire,deny,ptz-genicamonly
cap.ptz.lens.shutter,win32,mediafoundation,deny,ptz-genicamonly
cap.ptz.lens.shutter,web,getusermedia,deny,ptz-genicamonly
cap.ptz.lens.shutter,uvc-direct,uvc,deny,ptz-genicamonly
cap.ptz.lens.shutter,genicam,sfnc,native,ptz-genicamopticlens
cap.ptz.lens.filter,macos,avfoundation,deny,ptz-genicamonly
cap.ptz.lens.filter,ios,avfoundation,deny,ptz-genicamonly
cap.ptz.lens.filter,android,camera2ndk,deny,ptz-genicamonly
cap.ptz.lens.filter,android,camerax,deny,ptz-genicamonly
cap.ptz.lens.filter,linux,v4l2,deny,ptz-genicamonly
cap.ptz.lens.filter,linux,libcamera,deny,ptz-genicamonly
cap.ptz.lens.filter,linux,pipewire,deny,ptz-genicamonly
cap.ptz.lens.filter,win32,mediafoundation,deny,ptz-genicamonly
cap.ptz.lens.filter,web,getusermedia,deny,ptz-genicamonly
cap.ptz.lens.filter,uvc-direct,uvc,deny,ptz-genicamonly
cap.ptz.lens.filter,genicam,sfnc,native,ptz-genicamopticlens
cap.ptz.lens.magnification,macos,avfoundation,deny,ptz-genicamonly
cap.ptz.lens.magnification,ios,avfoundation,deny,ptz-genicamonly
cap.ptz.lens.magnification,android,camera2ndk,deny,ptz-genicamonly
cap.ptz.lens.magnification,android,camerax,deny,ptz-genicamonly
cap.ptz.lens.magnification,linux,v4l2,deny,ptz-genicamonly
cap.ptz.lens.magnification,linux,libcamera,deny,ptz-genicamonly
cap.ptz.lens.magnification,linux,pipewire,deny,ptz-genicamonly
cap.ptz.lens.magnification,win32,mediafoundation,deny,ptz-genicamonly
cap.ptz.lens.magnification,web,getusermedia,deny,ptz-genicamonly
cap.ptz.lens.magnification,uvc-direct,uvc,deny,ptz-genicamonly
cap.ptz.lens.magnification,genicam,sfnc,native,ptz-genicamopticlens
cap.ptz.controller.lifecycle,macos,avfoundation,deny,ptz-genicamonly
cap.ptz.controller.lifecycle,ios,avfoundation,deny,ptz-genicamonly
cap.ptz.controller.lifecycle,android,camera2ndk,deny,ptz-genicamonly
cap.ptz.controller.lifecycle,android,camerax,deny,ptz-genicamonly
cap.ptz.controller.lifecycle,linux,v4l2,deny,ptz-genicamonly
cap.ptz.controller.lifecycle,linux,libcamera,deny,ptz-genicamonly
cap.ptz.controller.lifecycle,linux,pipewire,deny,ptz-genicamonly
cap.ptz.controller.lifecycle,win32,mediafoundation,deny,ptz-genicamonly
cap.ptz.controller.lifecycle,web,getusermedia,deny,ptz-genicamonly
cap.ptz.controller.lifecycle,uvc-direct,uvc,deny,ptz-genicamonly
cap.ptz.controller.lifecycle,genicam,sfnc,native,ptz-genicamopticlifecycle
cap.capture.still,macos,avfoundation,native,
cap.capture.still,ios,avfoundation,native,
cap.capture.still,android,camera2ndk,native,
cap.capture.still,android,camerax,native,
cap.capture.still,linux,v4l2,native,
cap.capture.still,linux,libcamera,native,
cap.capture.still,linux,pipewire,deny,fallback:cap.capture.still
cap.capture.still,win32,mediafoundation,native,
cap.capture.still,web,getusermedia,native,
cap.capture.still,uvc-direct,uvc,emulate,cap-rawuvc:still via UVC stillpipe or video-frame grab
cap.capture.still,genicam,sfnc,native,
cap.capture.still.maxdims,macos,avfoundation,native,
cap.capture.still.maxdims,ios,avfoundation,native,
cap.capture.still.maxdims,android,camera2ndk,native,
cap.capture.still.maxdims,android,camerax,native,
cap.capture.still.maxdims,linux,v4l2,native,
cap.capture.still.maxdims,linux,libcamera,native,
cap.capture.still.maxdims,linux,pipewire,deny,fallback:cap.capture.still
cap.capture.still.maxdims,win32,mediafoundation,native,
cap.capture.still.maxdims,web,getusermedia,native,
cap.capture.still.maxdims,uvc-direct,uvc,emulate,cap-rawuvc:UVC still res via stillpipe negotiation
cap.capture.still.maxdims,genicam,sfnc,native,
cap.capture.still.qualityprioritization,macos,avfoundation,native,
cap.capture.still.qualityprioritization,ios,avfoundation,native,
cap.capture.still.qualityprioritization,android,camera2ndk,native,
cap.capture.still.qualityprioritization,android,camerax,native,
cap.capture.still.qualityprioritization,linux,v4l2,deny,fallback:cap.capture.still
cap.capture.still.qualityprioritization,linux,libcamera,deny,fallback:cap.capture.still
cap.capture.still.qualityprioritization,linux,pipewire,deny,fallback:cap.capture.still
cap.capture.still.qualityprioritization,win32,mediafoundation,deny,
cap.capture.still.qualityprioritization,web,getusermedia,deny,fallback:cap.capture.still
cap.capture.still.qualityprioritization,uvc-direct,uvc,deny,fallback:cap.capture.still
cap.capture.still.qualityprioritization,genicam,sfnc,deny,fallback:cap.capture.still
cap.capture.still.grabframe,macos,avfoundation,native,
cap.capture.still.grabframe,ios,avfoundation,native,
cap.capture.still.grabframe,android,camera2ndk,deny,
cap.capture.still.grabframe,android,camerax,deny,
cap.capture.still.grabframe,linux,v4l2,deny,
cap.capture.still.grabframe,linux,libcamera,deny,
cap.capture.still.grabframe,linux,pipewire,deny,fallback:cap.capture.still
cap.capture.still.grabframe,win32,mediafoundation,deny,
cap.capture.still.grabframe,web,getusermedia,native,
cap.capture.still.grabframe,uvc-direct,uvc,emulate,cap-rawuvc:preview-frame grab off isoc stream
cap.capture.still.grabframe,genicam,sfnc,deny,fallback:cap.capture.still
cap.capture.raw.bayer,macos,avfoundation,native,
cap.capture.raw.bayer,ios,avfoundation,native,
cap.capture.raw.bayer,android,camera2ndk,native,
cap.capture.raw.bayer,android,camerax,emulate,cap-cxinterop:RAW_SENSOR via Camera2Interop ImageReader; CameraX hides RAW
cap.capture.raw.bayer,linux,v4l2,native,
cap.capture.raw.bayer,linux,libcamera,native,
cap.capture.raw.bayer,linux,pipewire,native,
cap.capture.raw.bayer,win32,mediafoundation,deny,fallback:none
cap.capture.raw.bayer,web,getusermedia,deny,fallback:none
cap.capture.raw.bayer,uvc-direct,uvc,deny,fallback:none
cap.capture.raw.bayer,genicam,sfnc,native,
cap.capture.raw.fused,macos,avfoundation,?,cap-iosonly:ProRAW iOS-centric; macOS Apple-silicon unconfirmed in inventory
cap.capture.raw.fused,ios,avfoundation,native,
cap.capture.raw.fused,android,camera2ndk,deny,fallback:cap.capture.raw.bayer
cap.capture.raw.fused,android,camerax,deny,fallback:cap.capture.raw.bayer
cap.capture.raw.fused,linux,v4l2,deny,fallback:cap.capture.raw.bayer
cap.capture.raw.fused,linux,libcamera,deny,fallback:cap.capture.raw.bayer
cap.capture.raw.fused,linux,pipewire,deny,fallback:none
cap.capture.raw.fused,win32,mediafoundation,deny,fallback:cap.capture.raw.bayer
cap.capture.raw.fused,web,getusermedia,deny,fallback:none
cap.capture.raw.fused,uvc-direct,uvc,deny,fallback:none
cap.capture.raw.fused,genicam,sfnc,deny,fallback:cap.capture.raw.bayer
cap.capture.raw.format,macos,avfoundation,native,
cap.capture.raw.format,ios,avfoundation,native,
cap.capture.raw.format,android,camera2ndk,native,
cap.capture.raw.format,android,camerax,emulate,cap-cxinterop:RAW format via Camera2Interop
cap.capture.raw.format,linux,v4l2,native,
cap.capture.raw.format,linux,libcamera,native,
cap.capture.raw.format,linux,pipewire,deny,fallback:cap.capture.raw.bayer
cap.capture.raw.format,win32,mediafoundation,deny,fallback:cap.capture.raw.bayer
cap.capture.raw.format,web,getusermedia,deny,fallback:none
cap.capture.raw.format,uvc-direct,uvc,deny,fallback:cap.capture.raw.bayer
cap.capture.raw.format,genicam,sfnc,native,
cap.capture.raw.codec,macos,avfoundation,native,
cap.capture.raw.codec,ios,avfoundation,native,
cap.capture.raw.codec,android,camera2ndk,deny,fallback:cap.capture.raw.format
cap.capture.raw.codec,android,camerax,deny,fallback:cap.capture.raw.format
cap.capture.raw.codec,linux,v4l2,native,
cap.capture.raw.codec,linux,libcamera,deny,fallback:cap.capture.raw.format
cap.capture.raw.codec,linux,pipewire,deny,fallback:none
cap.capture.raw.codec,win32,mediafoundation,deny,fallback:cap.capture.raw.format
cap.capture.raw.codec,web,getusermedia,deny,fallback:none
cap.capture.raw.codec,uvc-direct,uvc,deny,fallback:none
cap.capture.raw.codec,genicam,sfnc,deny,fallback:cap.capture.raw.format
cap.capture.raw.sidecar,macos,avfoundation,native,
cap.capture.raw.sidecar,ios,avfoundation,native,
cap.capture.raw.sidecar,android,camera2ndk,native,
cap.capture.raw.sidecar,android,camerax,emulate,cap-cxinterop:DngCreator via Camera2Interop RAW result
cap.capture.raw.sidecar,linux,v4l2,deny,fallback:cap.capture.raw.bayer
cap.capture.raw.sidecar,linux,libcamera,deny,fallback:cap.capture.raw.bayer
cap.capture.raw.sidecar,linux,pipewire,deny,fallback:none
cap.capture.raw.sidecar,win32,mediafoundation,deny,fallback:cap.capture.raw.bayer
cap.capture.raw.sidecar,web,getusermedia,deny,fallback:none
cap.capture.raw.sidecar,uvc-direct,uvc,deny,fallback:none
cap.capture.raw.sidecar,genicam,sfnc,deny,fallback:cap.capture.raw.bayer
cap.capture.raw.plusprocessed,macos,avfoundation,native,
cap.capture.raw.plusprocessed,ios,avfoundation,native,
cap.capture.raw.plusprocessed,android,camera2ndk,native,
cap.capture.raw.plusprocessed,android,camerax,emulate,cap-cxinterop:RAW+YUV/JPEG multi-surface via Camera2Interop
cap.capture.raw.plusprocessed,linux,v4l2,deny,fallback:cap.capture.raw.bayer
